id,app_id,content,author_id,is_positive
2525922,630,"100% must have. You play the role of one of the up to four players in the map. Great experience with each class of player, you can be Medic to heal mates, Tech to hack things, Special Weaopon to tank and Officer to just have cool weapons :D

Here a few facts that I've experienced:
+ free game
+ 4 player co-op
+ 1 whole campaign out of 6(?) maps
+ epic gameplay in third person
+ tactic required on higher difficulty
+ level up to 27 and promotions on each reached 27 level possible for more fun
+ custom map support!

- still a few bugs
- aiming sometimes hard to shoot enemys on different floors
  (e.g. the elevator level)
- not possible to kick on your own as lobby leader, need to vote

Thats it, 5 out of 5 stars for this game, hope this helped you for your deciding.",76561198008774571,Positive
137221726,570,7.33 sucks. Bb dota...,76561198426897871,Negative
42405766,320,"Running though Half Life 2 halls.
Killing enemies with flying toilets smashing them into walls.
Outdated these days but still worth a bash.
Can be picked up for practically no cash!",76561197981571992,Positive
116901998,630,"was a gold game really sad it so dead they should really do a reboot an maybe introduce some new things without ruining the gameplay like it was 
",76561198019024650,Positive
133760462,240,A forgotten Gem,76561199036635536,Positive
12270249,550,No real gore here in Aussie bogan land,76561198097918019,Negative
166724200,440,fix ur gawd damn game,76561198447854434,Negative
181495107,550,this game sucks!,76561199439572223,Positive
59654,320,peniѕ,76561197960881852,Positive
180644784,550,If only this game has more SFW furry characters then this game would be more enjoyable.,76561199576744636,Positive
167352024,730,"Nothing but a gambling simulator for imbeciles to waste real money on and goon to gaudy weapon camo, while thinly disguised as a terrible shooter where bullets don't even go where you're aiming at. Oh, and it's infested with cheaters who can one-shot you across the map while shooting at the ground, using the game's own console commands. Half-Life and its consequences have been a disaster for gaming.",76561198025076372,Negative
40949318,630,"I would honestly only reconmmend this if you dont have money, dont get me wrong its a good game, but if you want a similar game thats better, and got the money, I would HIGHLY suggest the game helldivers",76561198196909326,Positive
76839566,550,"update: official servers are now all with shitty mods

see u in 10 years",76561197984684493,Negative
128985545,570,It will consume your life and make you question humanity; I wouldn't trade it for the world.,76561197974638376,Negative
166753277,440,"I don't really want to say what has already been said by thousands of people already, but I want to emphasize just how heart-breaking it is to see the state this game is in. The game has been dead for years, and its player count is a lie. Its full of bots, other than the well-known sniper bots that plague casual, working together to kick any actual player that tries to play. There are idle bots, farming the random item drops. Trade bots, that trade with either other bots or players trying to get rid of some items. And of course, the previously mentioned sniper bots, accompanied by heavy bots with perfect tracking, and even scout bots, that run around hitting each other with a fish. 
The devs implemented a fee to talk in chat, as if that would help at all. That has to be the only thing they have done. They have otherwise made sure they added a new crate for each season, just to make sure you're still spending money on the game. The game is neglected, and at this point, its better off finally, truly dying. 

Please Valve, either fix, and save your game, or pull the plug. 
If you're a new player, please look for something else.",76561198114800651,Negative
179866740,10,"it was my childhood  well worth the time spent . even before steam appeared played half-life, cs 1.4 , cs 1.6 ,  the 1000 hrs on steam is nothing if i add up all the hrs outside steam ,having own my own servers with at least 40-50 players nonstop on 3-4 servers paid  domains etc. , forums, websites deditated to it. so yea i guess i also made others play and get involved in it .",76561197989839201,Positive
179344634,730,bad game :(,76561198271332932,Negative
24952996,300,2 Words: TELEFON MAST,76561198129967099,Positive
166688130,440,great game however it has a bit of a bot problem,76561199139784869,Negative
176587839,550,"Lemme tell you about this one time, my buddy Keith....",76561198444432813,Positive
108796933,550,super cringe the people that are on here,76561198405774548,Negative
123007132,570,it fucks your brain,76561198824157779,Negative
165570111,730,"I only got this so i can play a Counter-Strike game for the first time, do not recommend, unless you're a office player, don't play it, constantly every match, it's usually has hackers, sweats, or tryhards trying to ruin everything for you, besides that, not really bad, i mean it's graphics are alright, some even very good.

6/10

P.S. I like the office community, they're cool :D also WHY DOES A VOTEKICK EXIST",76561199554352168,Negative
69694109,320,the servers are almost dead but if you find one you will have a blast!,76561198008982643,Positive
134900611,10,CUNTER STIRIK IS DA BEST GAME,76561199214674942,Positive
1622342,240,"2022 update
Broken game, issues with joining servers.
Had this game for over a decade and it was great then but now its broken
very unfortunate

original review:
Counter-Strike: Source.
Buy it.
The game itself is fun. Even if your internet is down, you can still
play with (opinionally difficult) AI, on any map you've downloaded.
But the mods for the game are what really give it replay value.
There are MANY types: deathrun, mini-game, gun-game, jail break, et cetera.
There are always thousands of people on this game at all times,
even in the mornings (I have stood up late playing this).
Also, if you get bored with the gun/player/prop appearances,
you can get skins for anything (the skinning base is large).
Overall, a great game. Get it, you will enjoy hundreds (atleast) of hours out of it.",76561197995498901,Negative
11939330,340,Lost coast is a cut level from half-life 2 and it will take you about 15-20 mins depending on your skill in half-life games. It takes place during the highway 17 chapter and only has one Friendly NPC called the fisherman voiced by the same guy who voiced bill from Left 4 dead and Father Gigori from the ravenholm chapter of half-life 2. Overall I would rate this a 7/10,76561198066998517,Positive
169807441,620,"its portal but better

1 wheatly

2 GLaDOS redisign

3 co op",76561199641970535,Positive
175668152,550,it fun,76561198320370323,Positive
66971434,100,"Counter-Strike Condition Zero: Deleted Scenes is a breath of fresh air to play, even now. A classic game, it can be easily mistaken as one of those games that fill your library but goes untouched, which is a big mistake. This game was mostly overlooked during the time of its release and neglected as nobody was ready for a Counter-Strike ""story mode"" game. And who can blame the playerbase, at a time when a multiplayer Counter-Strike was at the height of its popularity with the rise of ESports and thousands of dollars in tournaments. But, like many movies that flop and turn into cult classic later in their time, Condition Zero deleted scenes by Ritual Entertainment is an amazing change, it's like playing Half-life but with Counter-Strike flowing through it, like some strange lovechild of the two franchises. I would argue this game is the original Call of Duty, offering the same thing from an equally huge blockbuster title. I would definitely recommend this game if you like CS 1.6 as it brings the original Counter-Strike into story mode form with thrilling fast paced 80s action style missions.",76561197962381302,Positive
166731009,440,#SaveTF2 #Fixthegame,76561198168045050,Negative
132183708,240,iz nic,76561198093935152,Positive
166819650,440,"I have had Team Fortress 2 since day one, I have had it since BEFORE steam technicaly came out. I love this game and I poured a tone of time and money into Man vs Machine. But I can't stand the bot in this game. it's unplayable outside of private servers where you know you are playing with other humans and not aim bots or computer controaled cheaters. I will change my review to possative IF Valve fixes this mess, but until that time I can't recomend this. I hope Valve will get the message and change this also I'm missing some hats that I shoud have, not to mention itmes that I know I own that are missing.",76561197970499218,Negative
120503229,10,recinabd cy cakdyra cest hjoc furucu,76561197972400279,Positive
174788331,570,its gonna ruin youre life,76561199231077261,Negative
178733232,400,very good game about portals,76561199789532871,Positive
155178741,240,"Legit way better than the over the top, cash grab, no fun Counter strike GO (2)",76561198094558622,Positive
18059019,630,Fun.,76561198027556245,Positive
143385036,550,I can just watch Vanossgaming,76561198398011398,Negative
179689164,730,Not like csgo 1,76561198308228905,Negative
160737849,240,still better then cs2,76561198052531813,Positive
157005266,280,Very Positive,76561199164258421,Positive
132514264,620,"i don't have oversized boobs for no reason, don't buy the game",76561199227595261,Negative
135024514,10,good,76561199472771025,Positive
13681985,1520,Had lots of potentiol but lands flat on its face. BORING!!!!,76561198115651043,Negative
166777508,440,"RIP this game for now. I believe in Valve but until they fix their bot problem I have to down vote the game. I definitely have a Valve bias though, sorry.",76561197966533215,Negative
174411190,570,new player que is filled with bots and if you try to goto unranked they have hackers dropping you and the game gives you leaver que for it. maybe its okay if its playable but since there is just endless connection problems and false leaver que penalties whats the point in trying. nothing like a rando 45 min leaver que because it happened 3 times in a row and agian all you did is que and say yes.,76561198324307501,Negative
172966933,620,i have it good,76561198883270599,Positive
177753635,730,too many hackers,76561198250657062,Negative
181970519,730,Awesome game to play with enemies,76561199466366934,Positive
158881301,570,"fuck this game man, it stole my soul",76561198370121196,Negative
2106072,630,"Alien Swarm is one of those games that you don't find yourself playing nearly as much as it deserves. Free, multiplayer co-op, and build on the Left4Dead engine under the hood, Alien Swarm deserves a little more time at your fingertips at any time of year. Bring your friends, you'll need them.",76561198002402752,Positive
166786070,440,"Used to be an amazing game, but Valve have abandoned it to bots and scammers.  Play literally anything else instead.",76561197995943339,Negative
148281015,630,fun game + free hat in tf2,76561199405194953,Positive
4132787,630,"nice game, when you play it with some friends. 8/10",76561198032585178,Positive
7917999,630,Hours of fun and it's free. Just wish there were mor mods for it.,76561197961554752,Positive
168549453,620,mmmmm very good yes good is fun yes is very fun fun super fun,76561199212355351,Positive
130335472,240,"Counter-Strike: Source is a classic first-person shooter game that was released in 2004 by Valve Corporation. It is a pretty good shooter choice among competitive players and those who want to have fun. The fact that Counter-Strike: Source has a large number of maps and game modes to choose from, it keeps the gameplay fresh and interesting. 

CSS is a shooter that has stood the test of time, thanks to its well-balanced gameplay, strong team-based dynamics, and intense firefights. The game features a wide variety of weapons, maps, and game modes, making it suitable for players of all skill levels.

One reason that Counter-Strike: Source is still a good game is because it has a high level of skill ceiling. The game is very competitive and requires a lot of practice and skill to master. This makes it a good game for those who enjoy challenging themselves and improving their abilities.

Another reason that the game aged well is because it has a strong focus on teamwork and strategy. The game requires players to work together and communicate effectively in order to succeed. This makes it a great game for those who enjoy teamwork and strategic thinking, especially on game modes like zombie escape, zombie hunting and many others.

Overall, Counter-Strike: Source is a well-designed and highly competitive first-person shooter game that is suitable for players of all skill levels. If you enjoy teamwork, strategy, and first-person shooter games, then you should definitely give Counter-Strike: Source a try.",76561198213343780,Positive
155407809,240,gud,76561199483255379,Positive
166688313,440,"This game has been completely neglected by valve. Don't expect for the bots to ever go away, let alone get the heavy update.",76561198874629357,Negative
1317423,320,"Best game ever!

Update 17/August/2015:

Waiting for HL3DM",76561197991304907,Positive
23394740,550,nah,76561198044266749,Negative
22084154,10,The game is aged and very broken...,76561198127606812,Negative
169257006,1900,"WARNING - WEIRD 3RD PARTY DRM !!!

This is a really old game, yet the publisher still decided to keep and enjoy their obfuscated, deprecated weird DRM.

It is not EA-Kernel-Level Rootkit bad, but still absurd. You have to 'register' mandatory 10+ lines of 'personal information' and then enter the Serial Key, to get an 'Activation Key' of some sorts.

BEWARE IF YOU WANT TO USE dgVoodoo2 or other DLLs!

It will trigger another Registration/Activation process, each time, you drop in a DLL or change the Windows Compatibility Setting of the EXE. You have to remember the bogus entries you entered the first time, or the re-activation will fail, telling you 'cannot connect to server ... something something'.

Why would you want to add dgVoodoo2 DLLs? Because the 'default' game looks like pixelated garbage, unless you use some kind of DX wrapper or compatibility mode that actually renders the game in accelerated 3D and you can finally read the fonts.

Cannot recommend this thing to no one.

... there's a fine old-school RTS game behind this, somewhere ... if you can get to it.",76561198009815527,Negative
48455485,130,Blue lives matter to kill aliens and corrupt military,76561198308508662,Positive
18031943,1520,"Game locked into demo mode, refund requested please.
I use steam to elemnate stuff like this
",76561197970165535,Negative
1763656,340,eeepic,76561197997640846,Positive
166379431,570,no,76561198199294846,Negative
62892177,20,I forgot this game existed,76561198996130546,Positive
33615043,360,nice need s more players,76561198352760786,Positive
4207757,630,i love this game !,76561198033875273,Positive
178316659,240,The best!,76561199433739429,Positive
54543472,550,"Had to recently re-install the game, due to having to get a new hard drive. After re-installing the game was unplayable, due to continuously getting a ""Client Time Out"" error. Tried multiple ""Fixes"" for this issue that has been around since 2014 and appeared for other players for no reason. Gave it about 1 hour worth of my time to look into (networking is not my strong suit and if a game is broken due to bad networking issues then its not worth my time.) Was fun while it lasted, but now not worth it.",76561198043939691,Negative
166789123,440,"This game needs some serious fixing.
",76561198287627403,Negative
99813503,500,masterpiece,76561199026496824,Negative
178011048,550,Literally one of the most fun games to ever come out,76561198372233223,Positive
15203604,630,"Fun and free. All classes are fun to play with, a great co-op game.",76561198027827938,Positive
162392331,400,i had to incinerate my companion cube,76561199343657385,Negative
175062778,730,Full of cheaters and toxic people,76561199013794285,Negative
16829050,340,"woke up on beach, walked mountain while in firefight, sovled puzzles, more firefights, then had to take down helicopter. Then got home and saw HL:LC was in my library and saw this is what HL:3 was gonna use and said ""cool"" 10/10 would walk in firefight again.",76561198163012611,Positive
122965376,570,"The game is fine. Sound effect are... horrible. Like someone punching a pillow. It lacks punch; like Heroes of Newerth had.

The big problem is that you will get smurfed and hackers. Your only way to get trough that is to live with the bullying, you don't have any resources for you. No concede options. And it is not like a match of Counter-Strike that last 2 min, you can loose 30 to 45 mins of your life, getting bullied all the way. Yes you can report, but there is absolutely no positive effect for you, no advantages for this. If you decide to let it go and wait for the match to complete, it is then yourself that will get punished, even banned for 30min to play again.

It is a very bad feeling and there is nothing you can do. Or well... I can say that I absolutely do not recommend this game.",76561197972370976,Negative
179520250,550,epic,76561199221850350,Positive
161063182,240,.,76561198009395720,Positive
168433520,440,"Needs an actual good anti-cheat,balance changes and new australiums for mvm.

",76561199214588079,Negative
167778029,10,It's deffinetly worth the money :),76561199527171200,Positive
121788487,340,Father Gregory retires and becomes a fisherman.,76561197985603637,Positive
175330203,730,bad,76561199521872267,Negative
130458308,360,"some dude was yelling racial slurs, it was amazing",76561198830144398,Positive
73161372,340,short like ur pp,76561199068754194,Positive
152101606,240,✔️,76561198077057583,Positive
166725336,440,team fortress 2,76561199085600043,Negative
177402378,620,peak,76561198450227071,Positive
166761033,440,this game is not worth anyone's time and will continue not to be until something is done about the bots,76561198860390788,Negative
44179107,30,One of the best games ever made.,76561197990117932,Positive
141536366,1280,this needs bot support specially with this player count,76561198039574444,Negative
49005672,550,"I like the game, but I can't play it without a map",76561198422613680,Negative
177867040,570,"This is the video game version of cancer. 

you will loose friends

you will alienate people

You may break a keyboard or two

5/7 would recommend",76561197987845255,Negative
177922000,340,W demo,76561198263235060,Positive
11833475,500,Not really my sort of game.,76561198096000326,Negative
179191046,550,good with friends,76561199438982321,Positive
166709872,440,"#FixTF2
We want the bots gone, with a good anti-cheat to prevent this issue further. The whole community is asking that you take care of your game and fix this issue.",76561198271177009,Negative
51340845,550,"Stress yourself and fight with your friends due to failed cooperation simulator / 1o.

EDIT:
I never actually enjoyed this overrated simplistic unfair (as in the odds are always against you, courtesy of ""the director"") cr@p.

1oo hours of constant frustration and wasted life / 1o.
Sue me / 1o.",76561198352567248,Negative
50923082,550,....,76561198292290127,Negative
72753388,130,"you play as bernie sanders (actually its barney calhoun) working in black mesa at the same time half life 1 took place (just a different view) , different weapons , different side of the story , i would recommend",76561198134007756,Positive
114532096,340,FISHERMAN IS GAY ! SP{READ WORD,76561198366120859,Positive
3732065,40,Quake 1 hl port. Best FFA on hl1 engine.,76561198026720069,Positive
167358196,730,"Wanted to play a nostalgic game with a bit of competitiveness.

Found it unplayable due to hackers.

Hopefully it gets under control someday, but given its a multiplayer competitive game I cant recommend it while its awash with cheaters",76561198005708881,Negative
166668914,440,FIX IT FIX IT FIX IT FIX IT,76561198855711083,Negative
136982020,570,"SEA Server mini-lags from start to end. Idk what's happening, only Dota 2 has this proble...",76561198165091133,Negative
179220059,550,"linear fun specially when playing with friends, a classic
",76561198321114511,Positive
160049345,20,"It's okay, you cant cloak as spy though :(",76561199200471638,Positive
14712328,630,Overwhelmingly,76561197970929972,Positive
29193023,130,"Blue Shift is the second expansion for Half-Life.

You now play as a security guard Barney Calhoun. Trying to teleport out of Black Mesa with the help of some of the scientists.

Unlike Opposing Force, Blue Shift has no new weapons or enemies. 

It offers a High Definition Pack. The HD pack is also available for HL and Opposing Force.
It also changes the weapons model. Whether you prefer these new models is up to you. The HD pack can be activated/disabled in video settings.",76561198061570322,Positive
166830243,440,I will do what I must,76561198992330221,Negative
11294498,340,I don't know what to say. It has a 10-15 minute long gameplay.,76561198026372368,Positive
119902992,570,100% trash game. Game full of retarded russian ruining every single game you'll do. Only full of toxic 2 IQ people thinking being good because they win the game when you in team have 3 creeps afk jungling the entire game. DON'T FUCKING PLAY THIS SHIT. TIME FULL WASTED.,76561198024374295,Negative
12695832,220,mine does not work :( it won't load,76561198119693871,Negative
131878521,40,Hey that's pretty good,76561197961296421,Positive
10055736,340,"It's more of a bonus chapter to Half-Life 2 than anything, but for what it is, it's not bad, and the developer commentary is quite interesting if you're into that sort of thing. All in all, it's not bad considering it's given to HL2 owners for free.",76561198019580984,Positive
167013003,440,"Used to be great, but now infested with bots. Please #FixTF2.",76561198863260861,Negative
166808112,440,I'm doing my part,76561198116968936,Negative
151112168,10,WOW,76561199217888556,Positive
13867084,1250,"Back a year a go i would highly recommend this game, but after a lot of changes and a barage of DLC hitting this game, i would say stay away from it, for me this use to be fun however i will say the novelty of this game wears off for me, and all it becomes is a game where you run around killing things which for me bores me. but hey if thats your thing have fun with it. Maybe there should be an inbetween thumbs up or down because thats how i feel about this game, perhaps ill go back to it and perhaps i wont. my advice purchase when this hits a 50% sale and check it out if this game does get your interest.",76561198080131586,Negative
36594065,320,"got this with hl2, totally should be more, 9/10 bcus the servers take long to load. thanks valve for givin this to me fo free!!!",76561198263668482,Positive
61064318,240,this shit is fucking suck,76561198098040484,Negative
146565698,240,"I wrote a review for the original [i]Counter-Strike[/i], and most of my opinions on that are the same for this game. This game has better graphics, but it's a bit worse for one reason: crappy servers. Why are the servers crappy? Bots. These are the types of bots that try to act like humans too. It's so annoying. I'm sure you [i]could[/i] find a server with real people if you searched for one online, but I don't have the patience for that. The gameplay is still good for the most part, so I'll still give this game a thumbs-up.

[h3]Yogi's Rating: [b]3 out of 5 pic-a-nic baskets[/b][/h3]

""BOOM!! HEADSHOT!!"" - FPS Doug",76561198037642560,Positive
929859,320,"protip: get this shit free
http://www.steampowered.com/ati_offer1a/
http://www.steampowered.com/nvidia/#",76561197982330051,Positive
179119774,550,Good Game,76561198977173493,Positive
26636042,1250,can you move any slower?,76561198163675927,Negative
99690034,1900,"The game wants a lot of personal information.
Don't buy this trash, there is something shady.
They want your full address, country, birthday.
Also your full name, Isn't that just truly weird?
Why do these developers need personal info?
I have never seen anything like this in my life.
This is the first game that requires such stuff.
No wonder the reviews were simply negative.
If you refuse to give your info, you can't play.
You can enjoy the demo, though, so that's it.
The game ain't that good anyways, so yeah.
Don't waste your 4,99€ for such a garbage.
Steam offers a lot of better & cheaper stuff.
There is a lot of RTS games, that are better.
So yeah, I absolutely don't recommend this.
Don't waste your cash on such shady trash.
I'm going to avoid this developer from now.",76561198043135631,Negative
23564053,320,Very Nice Game,76561197980080974,Positive
174170112,30,whole lot of old truckers play this game,76561198087264923,Positive
109425751,300,It was ok...,76561198104639560,Positive
179744125,550,This game is so fun!! Killing zombies from here to there...!,76561199368813807,Positive
164362436,570,"""Do you recommend this game?""

No.",76561197990983451,Negative
113851164,550,fuck the bastards who kicked me from my own game,76561198111937428,Negative
108590786,550,"lost connection every single minute, what a fucking shitty server nice job valve

",76561198202689914,Negative
177536374,570,"ass game, idk why I play it. recommended 10/10.",76561199178374424,Negative
57002748,30,pretty gud,76561198278449608,Positive
178970550,730,The new train is so bad,76561199098127845,Negative
166161105,10,yes,76561199557138604,Positive
180373926,730,szar,76561198410003987,Negative
31071546,1520,"Not dead, but nearly dead.",76561198059636583,Negative
8048607,380,"This game is incredibly boring, which is a surprise since HL2 was a really great game.",76561198025262957,Negative
3466097,1250,"How the mighty have fallen, tripwire interactive have spat on their roots, their history, their fans and their moral framework all in the name of the almighty dollar and for reputation amongst the more pathetic members of the gaming industry.

Dont buy any more TWI games, you no longer have any rights. do NOT host any servers, you can be griefed, and removed from the search engine because someone claimed you hurt their feelings and you'll be out of pocket.

f**k these DLC-peddling scumbags.",76561198023224694,Negative
76650029,550,=3=,76561198387065925,Negative
166789977,440,"I was really enjoyed play TF2. Not anymore, #fixtf2 #savetf2.
----
Oyun süresi bir 31 şakasıdır.",76561199090738993,Negative
175757509,570,dota 2 has perfomance issue,76561199005420497,Negative
137074641,570,"Игра параша понейшая, катки длинные артефакты дизбалансные короче не играйте. Пол жизни на одну катку потратите
",76561198080285595,Negative
